ID,Nome,Assunto,Número de resoluções,Nível,Link
1548,Fila do Recreio,"Máximo, Ordenação",9.153,2,https://www.beecrowd.com.br/judge/pt/problems/view/1548
1566,Altura,Counting Sort,4.020,8,https://www.beecrowd.com.br/judge/pt/problems/view/1566
1587,BIT Park,Árvore de Fenwick (BIT),142,10,https://www.beecrowd.com.br/judge/pt/problems/view/1587
1594,Guloso,-,344,7,https://www.beecrowd.com.br/judge/pt/problems/view/1594
1633,SBC,Filas de prioridade,436,5,https://www.beecrowd.com.br/judge/pt/problems/view/1633
1640,Reservando Hotéis,Fila,192,9,https://www.beecrowd.com.br/judge/pt/problems/view/1640
1673,Codificação Run-length,"Ad Hoc, Compactação",457,7,https://www.beecrowd.com.br/judge/pt/problems/view/1673
1683,Maior Retângulo em um Histograma,Pesquisa Linear usando Pilha,446,7,https://www.beecrowd.com.br/judge/pt/problems/view/1683
1696,Brincando Com Operadores,Árvores,93,10,https://www.beecrowd.com.br/judge/pt/problems/view/1696
1701,Sequência de Fibo,-,141,9,https://www.beecrowd.com.br/judge/pt/problems/view/1701
1704,Arrumando as Tarefas,Sort,812,9,https://www.beecrowd.com.br/judge/pt/problems/view/1704
1709,Baralho Embaralhado,Sort,1.851,4,https://www.beecrowd.com.br/judge/pt/problems/view/1709
1725,Quadtree II,Árvores,23,5,https://www.beecrowd.com.br/judge/pt/problems/view/1725
1740,Está Ordenado?,-,62,10,https://www.beecrowd.com.br/judge/pt/problems/view/1740
1746,Dividindo os Nomes,Trie e Programacão Dinâmica,78,10,https://www.beecrowd.com.br/judge/pt/problems/view/1746
1762,Trenós do Papai Noel,-,195,8,https://www.beecrowd.com.br/judge/pt/problems/view/1762
1763,Tradutor do Papai Noel,Mapa,3.281,3,https://www.beecrowd.com.br/judge/pt/problems/view/1763
1766,O Elfo das Trevas,Sort,2.237,3,https://www.beecrowd.com.br/judge/pt/problems/view/1766
1804,Precisa-se de Matemáticos em Marte,BIT (Árvores de Fenwick),1.200,6,https://www.beecrowd.com.br/judge/pt/problems/view/1804
1851,Como Treinar Seu Dragão,Fila de prioridade,458,6,https://www.beecrowd.com.br/judge/pt/problems/view/1851
1854,Inverno em Winterfell,"BIT 2D, Combinatória",144,10,https://www.beecrowd.com.br/judge/pt/problems/view/1854
1856,A Lista da Morte de Arya,"Decomposição em raiz(N)/RMQ, Lista Ligada, Compreensão",197,10,https://www.beecrowd.com.br/judge/pt/problems/view/1856
1861,O Hall dos Assassinos,Árvore binária de busca balanceada,2.043,5,https://www.beecrowd.com.br/judge/pt/problems/view/1861
1863,O Contra-ataque de Ramsay,"Programação Dinâmica, DFS, Árvore de Segmentos 2D",63,10,https://www.beecrowd.com.br/judge/pt/problems/view/1863
1874,Empurrando Blocos,-,779,2,https://www.beecrowd.com.br/judge/pt/problems/view/1874
1897,Jogo Esperto,Fila,1.077,7,https://www.beecrowd.com.br/judge/pt/problems/view/1897
1911,Ajude Girafales,STL Mapa,2.050,4,https://www.beecrowd.com.br/judge/pt/problems/view/1911
1944,BRINDE FACE 2015,Pilha,1.832,4,https://www.beecrowd.com.br/judge/pt/problems/view/1944
1975,Pérolas,"STL Map, Set",304,8,https://www.beecrowd.com.br/judge/pt/problems/view/1975
2018,Olimpíadas de Natal,"Sort, Mapas",944,4,https://www.beecrowd.com.br/judge/pt/problems/view/2018
2020,Elfos e seus Códigos,"Sort, Mapas",175,7,https://www.beecrowd.com.br/judge/pt/problems/view/2020
2022,Presentes de Natal,Desconhecido,548,5,https://www.beecrowd.com.br/judge/pt/problems/view/2022
2040,O Campeão,"Ad hoc, Mapas, Strings",306,6,https://www.beecrowd.com.br/judge/pt/problems/view/2040
2047,Fly By Night,Desconhecido,40,5,https://www.beecrowd.com.br/judge/pt/problems/view/2047
2064,Prant e a Indecisão,Estrutura de dados,195,9,https://www.beecrowd.com.br/judge/pt/problems/view/2064
2065,Fila do Supermercado,Fila de prioridade,1.862,4,https://www.beecrowd.com.br/judge/pt/problems/view/2065
2067,Jogo do Quadrado,Soma de Prefixos,309,6,https://www.beecrowd.com.br/judge/pt/problems/view/2067
2071,Banco do Faraó,Segmentation Tree,153,8,https://www.beecrowd.com.br/judge/pt/problems/view/2071
2074,Variados Pratos da Linda Nefertiti,Desconhecido,21,5,https://www.beecrowd.com.br/judge/pt/problems/view/2074
2075,Zé Coquinho,Desconhecido,25,5,https://www.beecrowd.com.br/judge/pt/problems/view/2075
2077,Los buses de Cartagena,Desconhecido,39,5,https://www.beecrowd.com.br/judge/pt/problems/view/2077
2091,Número Solitário,Bitwise,1.383,5,https://www.beecrowd.com.br/judge/pt/problems/view/2091
2092,Assistindo o Jogo,Estruturas de Dados,63,10,https://www.beecrowd.com.br/judge/pt/problems/view/2092
2110,Banho de Sol no Jardim,Desconhecido,33,10,https://www.beecrowd.com.br/judge/pt/problems/view/2110
2111,Entendendo o Sorobov,Desconhecido,229,4,https://www.beecrowd.com.br/judge/pt/problems/view/2111
2120,Tutores,Desconhecido,71,10,https://www.beecrowd.com.br/judge/pt/problems/view/2120
2122,Votação em Ecaterimburgo,Desconhecido,62,10,https://www.beecrowd.com.br/judge/pt/problems/view/2122
2136,Amigos do Habay,"Lista, ordenação",2.380,4,https://www.beecrowd.com.br/judge/pt/problems/view/2136
2185,Brincando com Pomekons,Segment Tree,175,8,https://www.beecrowd.com.br/judge/pt/problems/view/2185
2186,"Bino, Prant e a Indecisao",Estrutura de Dados,61,10,https://www.beecrowd.com.br/judge/pt/problems/view/2186
2223,Inventário de Pomekon,Persistent BIT,149,9,https://www.beecrowd.com.br/judge/pt/problems/view/2223
2239,Estatística Hexa,Estruturas,150,9,https://www.beecrowd.com.br/judge/pt/problems/view/2239
2240,Fundindo Árvores,Árvore,273,7,https://www.beecrowd.com.br/judge/pt/problems/view/2240
2241,Go--,Grafos,726,4,https://www.beecrowd.com.br/judge/pt/problems/view/2241
2290,Números Apaixornados,Bitwise,632,10,https://www.beecrowd.com.br/judge/pt/problems/view/2290
2338,Morse,Desconhecido,1.380,4,https://www.beecrowd.com.br/judge/pt/problems/view/2338
2370,Times,Desconhecido,669,3,https://www.beecrowd.com.br/judge/pt/problems/view/2370
2380,Fusões,Union Find,728,4,https://www.beecrowd.com.br/judge/pt/problems/view/2380
2482,Etiquetas de Noel,Mapas,2.028,2,https://www.beecrowd.com.br/judge/pt/problems/view/2482
2488,É Na Batida do Cavalo!,Desconhecido,105,5,https://www.beecrowd.com.br/judge/pt/problems/view/2488
2492,Ilhas Isoladas,Desconhecido,381,3,https://www.beecrowd.com.br/judge/pt/problems/view/2492
2495,Onde Está Minha Caneta?,-,477,7,https://www.beecrowd.com.br/judge/pt/problems/view/2495
2496,A Única Chance,-,935,2,https://www.beecrowd.com.br/judge/pt/problems/view/2496
2503,Corrida de Regularidade,-,49,9,https://www.beecrowd.com.br/judge/pt/problems/view/2503
2506,Fila do SUS,-,277,5,https://www.beecrowd.com.br/judge/pt/problems/view/2506
2519,Estratégia Campeã,Árvore de Fenwick 2D,123,6,https://www.beecrowd.com.br/judge/pt/problems/view/2519
2526,Cardápio,Árvore de Fenwick,138,9,https://www.beecrowd.com.br/judge/pt/problems/view/2526
2531,Compras em FdI,Árvore de Segmentos,664,8,https://www.beecrowd.com.br/judge/pt/problems/view/2531
2537,GigaDrive,Árvore de Fenwick 2D,147,7,https://www.beecrowd.com.br/judge/pt/problems/view/2537
2538,Ginásio,Árvore de Fenwick,231,9,https://www.beecrowd.com.br/judge/pt/problems/view/2538
2539,High Five,"Fenwick, MergeSort",307,8,https://www.beecrowd.com.br/judge/pt/problems/view/2539
2546,Mesada,Árvore de Segmentos,262,8,https://www.beecrowd.com.br/judge/pt/problems/view/2546
2559,Sexta-Feira 13,Árvore de Segmentos,64,10,https://www.beecrowd.com.br/judge/pt/problems/view/2559
2560,Surf Aquático,Fila de Prioridade,399,9,https://www.beecrowd.com.br/judge/pt/problems/view/2560
2593,Eachianos I,Busca em texto,853,5,https://www.beecrowd.com.br/judge/pt/problems/view/2593
2594,Eachianos II,Busca em texto,1.082,3,https://www.beecrowd.com.br/judge/pt/problems/view/2594
2633,Churras no Yuri,"Struct, Sort",2.152,2,https://www.beecrowd.com.br/judge/pt/problems/view/2633
2654,Godofor,"Sort, Struct",943,5,https://www.beecrowd.com.br/judge/pt/problems/view/2654
2655,Trilha Perigosa,"Bit,Segment Tree",467,8,https://www.beecrowd.com.br/judge/pt/problems/view/2655
2656,Rhombus,"Bit,Segment Tree",63,10,https://www.beecrowd.com.br/judge/pt/problems/view/2656
2658,Acordes Intergaláticos,-,574,9,https://www.beecrowd.com.br/judge/pt/problems/view/2658
2671,Decodificando o Texto,-,88,9,https://www.beecrowd.com.br/judge/pt/problems/view/2671
2693,Van,Sort Com Estrutura,1.799,3,https://www.beecrowd.com.br/judge/pt/problems/view/2693
2698,Dispositivo Assombrado,-,128,10,https://www.beecrowd.com.br/judge/pt/problems/view/2698
2700,Angariando Fundos,-,245,7,https://www.beecrowd.com.br/judge/pt/problems/view/2700
2720,Presentes Grandes,Ordenação,649,7,https://www.beecrowd.com.br/judge/pt/problems/view/2720
2729,Lista de Compras,Mapa,2.616,4,https://www.beecrowd.com.br/judge/pt/problems/view/2729
2734,Trocando Presentes,DP,318,10,https://www.beecrowd.com.br/judge/pt/problems/view/2734
2792,Golnaldinho,Desconhecido,343,8,https://www.beecrowd.com.br/judge/pt/problems/view/2792
2800,Brincando de Consultas,Decomposição em Raiz,163,9,https://www.beecrowd.com.br/judge/pt/problems/view/2800
2805,Binarizando a Matriz,Programação Dinâmica,44,5,https://www.beecrowd.com.br/judge/pt/problems/view/2805
2821,Distribuição de Cartas,"Mapas, Busca Binaria não Convencional",19,5,https://www.beecrowd.com.br/judge/pt/problems/view/2821
2848,Rangel e o Jogo do Vetor I,Desconhecido,298,6,https://www.beecrowd.com.br/judge/pt/problems/view/2848
2849,Rangel e o Jogo do Vetor II,Desconhecido,172,10,https://www.beecrowd.com.br/judge/pt/problems/view/2849
2855,Números de Sorte,-,440,7,https://www.beecrowd.com.br/judge/pt/problems/view/2855
2857,Fluxo nos Vagões,-,189,7,https://www.beecrowd.com.br/judge/pt/problems/view/2857
2860,A Paz em Spar-Ta,-,22,5,https://www.beecrowd.com.br/judge/pt/problems/view/2860
2872,Protocolo TCP/IP,Desconhecido,413,7,https://www.beecrowd.com.br/judge/pt/problems/view/2872
2889,O Tasco é Sempre Vice!,Tabela de Acesso Direto,109,9,https://www.beecrowd.com.br/judge/pt/problems/view/2889
2893,Fibonac^{k}i,Fila,268,6,https://www.beecrowd.com.br/judge/pt/problems/view/2893
2916,A Nota,Ordenação,554,9,https://www.beecrowd.com.br/judge/pt/problems/view/2916
2929,Menor da Pilha,Desconhecido,1.128,8,https://www.beecrowd.com.br/judge/pt/problems/view/2929
2952,A Vida Sustentável,Desconhecido,82,9,https://www.beecrowd.com.br/judge/pt/problems/view/2952
2958,O Rolê Bad Vibes,Desconhecido,543,2,https://www.beecrowd.com.br/judge/pt/problems/view/2958
2961,"Ô, Que Tanto de Filme!",Desconhecido,243,5,https://www.beecrowd.com.br/judge/pt/problems/view/2961
2984,Assuntos Pendentes,Desconhecido,919,2,https://www.beecrowd.com.br/judge/pt/problems/view/2984
3045,Parque Jurássico,Desconhecido,39,5,https://www.beecrowd.com.br/judge/pt/problems/view/3045
3069,Sorvete,Desconhecido,216,6,https://www.beecrowd.com.br/judge/pt/problems/view/3069
3097,Um Desafio Simples,Desconhecido,64,5,https://www.beecrowd.com.br/judge/pt/problems/view/3097
3139,Buscando Novos Seguidores,Fila,320,5,https://www.beecrowd.com.br/judge/pt/problems/view/3139
3148,O Jardim,Desconhecido,32,4,https://www.beecrowd.com.br/judge/pt/problems/view/3148
3149,A Noiva do Trevo,Desconhecido,95,2,https://www.beecrowd.com.br/judge/pt/problems/view/3149
3155,Sócrates e suas Perguntas,Desconhecido,9,7,https://www.beecrowd.com.br/judge/pt/problems/view/3155
3160,Amigos,Lista,526,3,https://www.beecrowd.com.br/judge/pt/problems/view/3160
3163,Controlador de Vôo,Fila,419,2,https://www.beecrowd.com.br/judge/pt/problems/view/3163
3171,Cordão de Led,Desconhecido,273,1,https://www.beecrowd.com.br/judge/pt/problems/view/3171
3176,Time de Duendes,Estruturas e Bibliotecas,253,2,https://www.beecrowd.com.br/judge/pt/problems/view/3176
3186,Cache Introspectivo,Desconhecido,8,5,https://www.beecrowd.com.br/judge/pt/problems/view/3186
3190,Optimal Parking,Desconhecido,57,5,https://www.beecrowd.com.br/judge/pt/problems/view/3190
3201,Traveling Salesman,Desconhecido,1,5,https://www.beecrowd.com.br/judge/pt/problems/view/3201
3207,Jogos Divertidos,"Dynamic programming, Memoization",1,5,https://www.beecrowd.com.br/judge/pt/problems/view/3207
3210,O Pior Clima de Todos,Busca binária,5,5,https://www.beecrowd.com.br/judge/pt/problems/view/3210
3239,Dirty Driving,Desconhecido,6,5,https://www.beecrowd.com.br/judge/pt/problems/view/3239
3248,Mega Inversões,"Sort, Fenwick Trees",6,1,https://www.beecrowd.com.br/judge/pt/problems/view/3248
3357,Rico do Mate,Desconhecido,508,1,https://www.beecrowd.com.br/judge/pt/problems/view/3357
